line,MSN,StateCode,Year,Data,Description,Unit,Consume,price,expend,factor,produce,consumet,,
988175,PCCCD,GA,2000,0,Petroleum coke price in the commercial sector.,Dollars per million Btu,,1,,,,,,
992855,PCCCV,GA,2000,0,Petroleum coke expenditures in the commercial sector.,Million dollars,,,1,,,,,
997535,PCEID,GA,2000,0,Petroleum coke price in the electric power sector.,Dollars per million Btu,,1,,,,,,
1002215,PCEIV,GA,2000,0,Petroleum coke expenditures in the electric power sector.,Million dollars,,,1,,,,,
1006895,PCICD,GA,2000,0.57706,Petroleum coke price in the industrial sector.,Dollars per million Btu,,1,,,,,,
1011575,PCICV,GA,2000,4.78848,Petroleum coke expenditures in the industrial sector.,Million dollars,,,1,,,,,
1013655,PCISB,GA,2000,8298.06,Petroleum coke price in the industrial sector excluding refinery fuel.,Billion Btu,,1,,,,,,
1018445,PCTCB,GA,2000,8298.06,Petroleum coke total consumption.,Billion Btu,,,,,,,,
1020935,PCTCD,GA,2000,0.57706,"Petroleum coke average price, all sectors.",Dollars per million Btu,,1,,,,,,
1023125,PCTCP,GA,2000,1377.5,Petroleum coke total consumption.,Thousand barrels,,,,,,,,
1025615,PCTCV,GA,2000,4.78848,Petroleum coke total expenditures.,Million dollars,,,1,,,,,
1027695,PEACD,GA,2000,9.79808,Primary energy average price in the transportation sector.,Dollars per million Btu,,1,,,,,,
1029775,PEACV,GA,2000,8368.02206,Primary energy total expenditures in the transportation sector.,Million dollars,,,1,,,,,
1031855,PECCD,GA,2000,7.34001,Primary energy average price in the commercial sector.,Dollars per million Btu,,1,,,,,,
1033935,PECCV,GA,2000,545.88106,Primary energy total expenditures in the commercial sector.,Million dollars,,,1,,,,,
1036015,PEEID,GA,2000,1.35713,Primary energy average price in the electric power sector.,Dollars per million Btu,,1,,,,,,
1038095,PEEIV,GA,2000,1573.28948,Primary energy total expenditures in the electric power sector.,Million dollars,,,1,,,,,
1040175,PEICD,GA,2000,4.02382,Primary energy average price in the industrial sector.,Dollars per million Btu,,1,,,,,,
1042255,PEICV,GA,2000,2027.65457,Primary energy total expenditures in the industrial sector.,Million dollars,,,1,,,,,
1044335,PERCD,GA,2000,8.82598,Primary energy average price in the residential sector.,Dollars per million Btu,,1,,,,,,
1046415,PERCV,GA,2000,1459.69349,Primary energy total expenditures in the residential sector.,Million dollars,,,1,,,,,
1048495,PETCD,GA,2000,5.06876,"Primary energy average price, all sectors.",Dollars per million Btu,,1,,,,,,
1050575,PETCV,GA,2000,13974.54066,Primary energy total expenditures.,Million dollars,,,1,,,,,
1052655,PETXD,GA,2000,7.761859237,"Primary energy average price, all end-use sectors.",Dollars per million Btu,,1,,,,,,
1054735,PETXV,GA,2000,12401.25118,Primary energy total end-use expenditures.,Million dollars,,,1,,,,,
1062125,PMTCB,GA,2000,1041134.547,All petroleum products total consumption excluding fuel ethanol.,Billion Btu,,,,,,,,
1067215,POICD,GA,2000,6.91531,Other petroleum products average price in the industrial sector.,Dollars per million Btu,,1,,,,,,
1071895,POICV,GA,2000,254.74516,Other petroleum products total expenditures in the industrial sector.,Million dollars,,,1,,,,,
1074085,POTCB,GA,2000,42728.56022,Other petroleum products total consumption.,Billion Btu,,,,,,,,
1076575,POTCD,GA,2000,6.91531,"Other petroleum products average price, all sectors.",Dollars per million Btu,,1,,,,,,
1078765,POTCP,GA,2000,7804.08807,Other petroleum products total consumption.,Thousand barrels,,,,,,,,
1081255,POTCV,GA,2000,254.74516,Other petroleum products total expenditures.,Million dollars,,,1,,,,,
1083445,POTXB,GA,2000,42728.56022,Other petroleum products total end-use consumption.,Billion Btu,,,,,,,,
1085935,POTXD,GA,2000,6.91531,"Other petroleum products average price, all end-use sectors.",Dollars per million Btu,,1,,,,,,
1088125,POTXP,GA,2000,7804.08807,Other petroleum products total end-use consumption.,Thousand barrels,,,,,,,,
1090615,POTXV,GA,2000,254.74516,Other petroleum products total end-use expenditures.,Million dollars,,,1,,,,,
1098005,REPRB,GA,2000,222518.5144,Renewable energy production.,Billion Btu,,,,,,,,
1100605,RETCB,GA,2000,222518.5144,Renewable energy total consumption.,Billion Btu,,,,,,,,
1105695,RFACD,GA,2000,4.10912,Residual fuel oil price in the transportation sector.,Dollars per million Btu,,1,,,,,,
1110375,RFACV,GA,2000,21.25153,Residual fuel oil expenditures in the transportation sector.,Million dollars,,,1,,,,,
1115055,RFCCD,GA,2000,4.75915,Residual fuel oil price in the commercial sector.,Dollars per million Btu,,1,,,,,,
1119735,RFCCV,GA,2000,0.14364,Residual fuel oil expenditures in the commercial sector.,Million dollars,,,1,,,,,
1124415,RFEID,GA,2000,4.253,Residual fuel oil price in the electric power sector.,Dollars per million Btu,,1,,,,,,
1129095,RFEIV,GA,2000,15.58,Residual fuel oil expenditures in the electric power sector.,Million dollars,,,1,,,,,
1133775,RFICD,GA,2000,4.75915,Residual fuel oil price in the industrial sector.,Dollars per million Btu,,1,,,,,,
1138455,RFICV,GA,2000,26.16529,Residual fuel oil expenditures in the industrial sector.,Million dollars,,,1,,,,,
1144805,RFTCB,GA,2000,17035.87875,Residual fuel oil total consumption.,Billion Btu,,,,,,,,
1147295,RFTCD,GA,2000,4.396,"Residual fuel oil average price, all sectors.",Dollars per million Btu,,1,,,,,,
1149485,RFTCP,GA,2000,2709.69918,Residual fuel oil total consumption.,Thousand barrels,,,,,,,,
1151975,RFTCV,GA,2000,63.14046,Residual fuel oil total expenditures.,Million dollars,,,1,,,,,
1154165,RFTXB,GA,2000,13372.58216,Residual fuel oil total end-use consumption.,Billion Btu,,,,,,,,
1156655,RFTXD,GA,2000,4.444957141,"Residual fuel oil average price, all end-use sectors.",Dollars per million Btu,,1,,,,,,
1158845,RFTXP,GA,2000,2127.02118,Residual fuel oil total end-use consumption.,Thousand barrels,,,,,,,,
1161335,RFTXV,GA,2000,47.56046,Residual fuel oil total end-use expenditures.,Million dollars,,,1,,,,,
1163525,ROPRB,GA,2000,222518.5144,"Renewable energy production, other than fuel ethanol.",Billion Btu,,,,,,,,
1172145,SFTCB,GA,2000,74.2311,Supplemental gaseous fuels total consumption.,Billion Btu,,,,,,,,
1181615,SNICD,GA,2000,12.66534,Special naphthas price in the industrial sector.,Dollars per million Btu,,1,,,,,,
1186295,SNICV,GA,2000,46.14557,Special naphthas expenditures in the industrial sector.,Million dollars,,,1,,,,,
1188485,SOEGB,GA,2000,0,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Billion Btu,,,,,1,,,
1191085,SOEGP,GA,2000,0,Electricity produced from photovoltaic and solar thermal energy by the electric power sector.,Million kilowatthours,,,,,1,,,
1196285,SOTCB,GA,2000,236.05844,Photovoltaic and solar thermal energy total consumption.,Billion Btu,,,,,,,,
1198885,SOTXB,GA,2000,236.05844,Photovoltaic and solar thermal energy total end-use consumption.,Billion Btu,,,,,,,,
1203975,TEACD,GA,2000,9.80222,Total energy average price in the transportation sector.,Dollars per million Btu,,1,,,,,,
1206055,TEACV,GA,2000,8374.78014,Total energy expenditures in the transportation sector.,Million dollars,,,1,,,,,
1210735,TECCD,GA,2000,14.95735,Total energy average price in the commercial sector.,Dollars per million Btu,,1,,,,,,
1212815,TECCV,GA,2000,3074.33035,Total energy expenditures in the commercial sector.,Million dollars,,,1,,,,,
1217495,TEGDS,GA,2000,6.71296,Energy expenditures as share of current-dollar GDP.,Percent,,,1,,,,,
1222175,TEICD,GA,2000,5.56519,Total energy average price in the industrial sector.,Dollars per million Btu,,1,,,,,,
1224255,TEICV,GA,2000,3473.1518,Total energy expenditures in the industrial sector.,Million dollars,,,1,,,,,
1226335,TEPFB,GA,2000,983799.1741,Total energy used as process fuel.,Billion Btu,,,,,,,,
1228525,TEPRB,GA,2000,561178.7535,Total energy production.,Billion Btu,,,,,,,,
1233615,TERCD,GA,2000,15.26656,Total energy average price in the residential sector.,Dollars per million Btu,,1,,,,,,
1235695,TERCV,GA,2000,4845.98424,Total energy total expenditures in the residential sector.,Million dollars,,,1,,,,,
1237775,TERFB,GA,2000,23974.69529,Total energy used as refinery fuel.,Billion Btu,,,,,,,,
1239965,TETCB,GA,2000,2985158.689,Total energy consumption.,Billion Btu,,,,,,,,
1242455,TETCD,GA,2000,9.87709,Total energy average price.,Dollars per million Btu,,1,,,,,,
1244535,TETCV,GA,2000,19768.24653,Total energy expenditures.,Million dollars,,,1,,,,,
1248441,TETPB,GA,2000,362.70324,Total energy consumption per capita.,Million Btu,,,,,,,,
1250931,TETPV,GA,2000,2401.88476,Total energy expenditures per capita.,Dollars,,,1,,,,,
1253121,TETXB,GA,2000,2985157.625,Total end-use energy consumption.,Billion Btu,,,,,,,,
1255611,TETXD,GA,2000,9.877083687,Total end-use energy average price.,Dollars per million Btu,,1,,,,,,
1257691,TETXV,GA,2000,19768.24653,Total end-use energy expenditures.,Million dollars,,,1,,,,,
1274961,TPOPP,GA,2000,8230.306,Resident population including Armed Forces.,Thousand,,,,,,,,
1298251,WDRCD,GA,2000,4.36874,Wood price in the residential sector.,Dollars per million Btu,,1,,,,,,
1302931,WDRCV,GA,2000,23.55554,Wood expenditures in the residential sector. ,Million dollars,,,1,,,,,
1319571,WWCCD,GA,2000,4.36873,Wood and waste price in the commercial sector.,Dollars per million Btu,,1,,,,,,
1321651,WWCCV,GA,2000,3.84667,Wood and waste expenditures in the commercial sector.,Million dollars,,,1,,,,,
1330491,WWEID,GA,2000,0.66785,Wood and waste price in the electric power sector.,Dollars per million Btu,,1,,,,,,
1332571,WWEIV,GA,2000,0.06411,Wood and waste expenditures in the electric power sector.,Million dollars,,,1,,,,,
1337251,WWICD,GA,2000,1.43432,Wood and waste price in the industrial sector.,Dollars per million Btu,,1,,,,,,
1339331,WWICV,GA,2000,224.79606,Wood and waste expenditures in the industrial sector.,Million dollars,,,1,,,,,
1345681,WWTCB,GA,2000,196884.4458,Wood and waste total consumption.,Billion Btu,,,,,,,,
1348171,WWTCD,GA,2000,1.54672,"Wood and waste average price, all sectors.",Dollars per million Btu,,1,,,,,,
1350251,WWTCV,GA,2000,252.26238,Wood and waste total expenditures.,Million dollars,,,1,,,,,
1352441,WWTXB,GA,2000,196788.4458,Wood and waste total end-use consumption.,Billion Btu,,,,,,,,
1354931,WWTXD,GA,2000,1.547238965,"Wood and waste average price, all end-use sectors.",Dollars per million Btu,,1,,,,,,
1357011,WWTXV,GA,2000,252.19827,Wood and waste total end-use expenditures.,Million dollars,,,1,,,,,
1361691,WXICD,GA,2000,21.32687,Waxes price in the industrial sector.,Dollars per million Btu,,1,,,,,,
1366371,WXICV,GA,2000,29.76624,Waxes expenditures in the industrial sector.,Million dollars,,,1,,,,,
1368561,WYEGB,GA,2000,0,Electricity produced from wind energy by the electric power sector.,Billion Btu,,,,,1,,,
1371161,WYEGP,GA,2000,0,Electricity produced from wind energy by the electric power sector.,Million kilowatthours,,,,,1,,,
1373761,WYTCB,GA,2000,0,Electricity produced from wind energy.,Billion Btu,,,,,1,,,
69747,CLACK,GA,2000,0,Factor for converting coal consumed by the transportation sector from physical units to Btu.,Million Btu per short ton,,,,1,,,,
91066,CLEIK,GA,2000,23.17564,Factor for converting coal consumed by the electric power sector from physical units to Btu.,Million Btu per short ton,,,,1,,,,
98346,CLHCK,GA,2000,25.642,Factor for converting coal consumed by the residential and commercial sectors from physical units to Btu.,Million Btu per short ton,,,,1,,,,
126946,CLOCK,GA,2000,25.642,Factor for converting coal consumed by industrial users other than coke plants from physical units to Btu.,Million Btu per short ton,,,,1,,,,
772605,NGEIK,GA,2000,1.01594,Factor for converting natural gas consumed by the electric power sector from physical units to Btu.,Thousand Btu per cubic foot,,,,1,,,,
837605,NGTXK,GA,2000,1.01823,Factor for converting natural gas consumed by all sectors other than electric power from physical units to Btu.,Thousand Btu per cubic foot,,,,1,,,,
