Year,Month,State,TAVG,Population,Consumption
2001,9,Illinois,64.34,12488445,79141024.0
2001,10,Illinois,53.776,12488445,70979050.0
2001,11,Illinois,49.832,12488445,67656545.0
2001,12,Illinois,36.128,12488445,75656313.0
2002,1,Illinois,33.444,12525556,76774714.0
2002,2,Illinois,34.38,12525556,72736407.0
2002,3,Illinois,37.992,12525556,79320910.0
2002,4,Illinois,53.952,12525556,74157312.0
2002,5,Illinois,58.876000000000005,12525556,78896818.0
2002,6,Illinois,73.748,12525556,92607834.0
2002,7,Illinois,78.52,12525556,119765986.0
2002,8,Illinois,75.78,12525556,111856821.0
2002,9,Illinois,69.932,12525556,94997603.0
2002,10,Illinois,52.044,12525556,83676929.0
2002,11,Illinois,39.444,12525556,76601529.0
2002,12,Illinois,32.196,12525556,82273368.0
2003,1,Illinois,22.424,12556006,97532548.0
2003,2,Illinois,25.78,12556006,85600886.0
2003,3,Illinois,41.156000000000006,12556006,77059431.0
2003,4,Illinois,53.588,12556006,68917790.0
2003,5,Illinois,61.068000000000005,12556006,68657405.0
2003,6,Illinois,67.888,12556006,81186740.0
2003,7,Illinois,74.396,12556006,100175819.0
2003,8,Illinois,75.19200000000002,12556006,109248327.0
2003,9,Illinois,64.244,12556006,83831437.0
2003,10,Illinois,54.343999999999994,12556006,75890177.0
2003,11,Illinois,44.748000000000005,12556006,82530844.0
2003,12,Illinois,33.588,12556006,92241549.0
2004,1,Illinois,24.236,12589773,98660445.0
2004,2,Illinois,29.768,12589773,91954590.0
2004,3,Illinois,45.532,12589773,82541292.0
2004,4,Illinois,54.1,12589773,71087307.0
2004,5,Illinois,65.72399999999999,12589773,84955382.0
2004,6,Illinois,70.328,12589773,89289388.0
2004,7,Illinois,73.348,12589773,100275287.0
2004,8,Illinois,69.164,12589773,94702577.0
2004,9,Illinois,68.192,12589773,90250014.0
2004,10,Illinois,55.943999999999996,12589773,83306379.0
2004,11,Illinois,46.188,12589773,87817162.0
2004,12,Illinois,31.084,12589773,99376551.0
2005,1,Illinois,29.811999999999998,12609903,98502680.0
2005,2,Illinois,36.336,12609903,80471082.0
2005,3,Illinois,38.876,12609903,85979045.0
2005,4,Illinois,55.64,12609903,74639934.0
2005,5,Illinois,61.16,12609903,74329492.0
2005,6,Illinois,75.232,12609903,101323327.0
2005,7,Illinois,76.92,12609903,108037731.0
2005,8,Illinois,76.464,12609903,109371372.0
2005,9,Illinois,71.38,12609903,97992946.0
2005,10,Illinois,56.28,12609903,84932333.0
2005,11,Illinois,44.79600000000001,12609903,79953038.0
2005,12,Illinois,26.372,12609903,101200615.0
2006,1,Illinois,38.26,12643955,91929619.0
2006,2,Illinois,30.748,12643955,85519467.0
2006,3,Illinois,41.6,12643955,87166683.0
2006,4,Illinois,57.368,12643955,67853185.0
2006,5,Illinois,62.148,12643955,77954944.0
2006,6,Illinois,71.328,12643955,88150358.0
2006,7,Illinois,77.26,12643955,107746520.0
2006,8,Illinois,75.404,12643955,111160492.0
2006,9,Illinois,64.268,12643955,87890899.0
2006,10,Illinois,51.571999999999996,12643955,93066124.0
2006,11,Illinois,44.992,12643955,89354981.0
2006,12,Illinois,35.9,12643955,92182560.0
2007,1,Illinois,30.764,12695866,104997310.0
2007,2,Illinois,22.288,12695866,94983023.0
2007,3,Illinois,47.596,12695866,94509410.0
2007,4,Illinois,50.364,12695866,76108844.0
2007,5,Illinois,66.816,12695866,78708067.0
2007,6,Illinois,72.812,12695866,97412583.0
2007,7,Illinois,73.568,12695866,106693429.0
2007,8,Illinois,78.816,12695866,120396807.0
2007,9,Illinois,70.16,12695866,98069824.0
2007,10,Illinois,60.28,12695866,97338676.0
2007,11,Illinois,42.86,12695866,84218956.0
2007,12,Illinois,31.252,12695866,96721025.0
2001,1,Indiana,27.28,6127760,102262080.0
2001,2,Indiana,33.751999999999995,6127760,89222681.0
2001,3,Indiana,37.348,6127760,92689514.0
2001,4,Indiana,56.588,6127760,79682903.0
2001,5,Indiana,64.34,6127760,86845209.0
2001,6,Indiana,69.548,6127760,99349066.0
2001,7,Indiana,74.152,6127760,109898803.0
2001,8,Indiana,74.268,6127760,113418458.0
2001,9,Indiana,64.08,6127760,94927983.0
2001,10,Indiana,54.02,6127760,94330334.0
2001,11,Indiana,49.192,6127760,89740409.0
2001,12,Indiana,37.084,6127760,94541093.0
2002,1,Indiana,34.404,6155967,100945682.0
2002,2,Indiana,35.304,6155967,83384336.0
2002,3,Indiana,38.32,6155967,91202412.0
2002,4,Indiana,53.708,6155967,84359955.0
2002,5,Indiana,59.136,6155967,88127656.0
2002,6,Indiana,73.58800000000001,6155967,98925185.0
2002,7,Indiana,77.472,6155967,114686087.0
2002,8,Indiana,75.256,6155967,113649398.0
2002,9,Indiana,69.74,6155967,107106770.0
2002,10,Indiana,52.916000000000004,6155967,95474251.0
2002,11,Indiana,40.408,6155967,96522273.0
2002,12,Indiana,31.844,6155967,95937591.0
2003,1,Indiana,21.688000000000002,6196638,105752272.0
2003,2,Indiana,25.28,6196638,95120289.0
2003,3,Indiana,42.06399999999999,6196638,93518132.0
2003,4,Indiana,53.82,6196638,89408072.0
2003,5,Indiana,61.32,6196638,93592242.0
2003,6,Indiana,67.836,6196638,96791414.0
2003,7,Indiana,73.516,6196638,107001205.0
2003,8,Indiana,74.196,6196638,112108194.0
2003,9,Indiana,64.06,6196638,95121777.0
2003,10,Indiana,53.168,6196638,84574093.0
2003,11,Indiana,46.571999999999996,6196638,93469995.0
2003,12,Indiana,33.98,6196638,101388451.0
2004,1,Indiana,24.932,6233007,109366140.0
2004,2,Indiana,29.62,6233007,94277078.0
2004,3,Indiana,44.636,6233007,90163282.0
2004,4,Indiana,53.763999999999996,6233007,89684668.0
2004,5,Indiana,66.6,6233007,92132905.0
2004,6,Indiana,70.12,6233007,101996053.0
2004,7,Indiana,72.508,6233007,104552872.0
2004,8,Indiana,69.048,6233007,102260041.0
2004,9,Indiana,67.78399999999999,6233007,101542422.0
2004,10,Indiana,55.256,6233007,96467437.0
2004,11,Indiana,46.508,6233007,95093438.0
2004,12,Indiana,30.956,6233007,104484056.0
2005,1,Indiana,30.248,6278616,105294023.0
2005,2,Indiana,34.868,6278616,90901330.0
2005,3,Indiana,37.204,6278616,101582190.0
2005,4,Indiana,54.376000000000005,6278616,88122343.0
2005,5,Indiana,59.792,6278616,89953881.0
2005,6,Indiana,73.72,6278616,108126793.0
2005,7,Indiana,75.296,6278616,112948305.0
2005,8,Indiana,75.012,6278616,112959363.0
2005,9,Indiana,69.43599999999999,6278616,103077477.0
2005,10,Indiana,55.32,6278616,92119051.0
2005,11,Indiana,44.668,6278616,88075343.0
2005,12,Indiana,26.108,6278616,105595547.0
2006,1,Indiana,38.68,6332669,98640295.0
2006,2,Indiana,31.164,6332669,92235593.0
2006,3,Indiana,40.1,6332669,102288955.0
2006,4,Indiana,55.56399999999999,6332669,92268000.0
2006,5,Indiana,60.216,6332669,97003919.0
2006,6,Indiana,70.124,6332669,101518917.0
2006,7,Indiana,75.64,6332669,115008227.0
2006,8,Indiana,73.964,6332669,117172083.0
2006,9,Indiana,62.896,6332669,91567991.0
2006,10,Indiana,51.24,6332669,96602543.0
2006,11,Indiana,43.82,6332669,93603207.0
2006,12,Indiana,36.936,6332669,101723766.0
2007,1,Indiana,32.032,6379599,109819977.0
2007,2,Indiana,19.468,6379599,102042971.0
2007,3,Indiana,46.424,6379599,98456687.0
2007,4,Indiana,49.64,6379599,92218649.0
2007,5,Indiana,66.34400000000001,6379599,91475133.0
2007,6,Indiana,72.408,6379599,101517723.0
2007,7,Indiana,71.976,6379599,110782586.0
2007,8,Indiana,77.156,6379599,114983191.0
2007,9,Indiana,69.34,6379599,100985553.0
2007,10,Indiana,60.228,6379599,95475461.0
2007,11,Indiana,41.708,6379599,89293134.0
2007,12,Indiana,32.332,6379599,103352015.0
2001,1,Iowa,21.068,2931997,38788503.0
2001,2,Iowa,19.724,2931997,32986119.0
2001,3,Iowa,30.844,2931997,36129890.0
2001,4,Iowa,53.4,2931997,31255861.0
2001,5,Iowa,61.496,2931997,33362202.0
2001,6,Iowa,68.288,2931997,33785537.0
2001,7,Iowa,75.404,2931997,41748060.0
2001,8,Iowa,73.116,2931997,41776602.0
2001,9,Iowa,61.684,2931997,32876860.0
2001,10,Iowa,50.628,2931997,33362107.0
2001,11,Iowa,48.388000000000005,2931997,31486745.0
2001,12,Iowa,31.392,2931997,34230415.0
2002,1,Iowa,29.22,2934234,35976006.0
2002,2,Iowa,29.94,2934234,32534730.0
2002,3,Iowa,31.752,2934234,36149868.0
2002,4,Iowa,48.836000000000006,2934234,28420665.0
2002,5,Iowa,57.1,2934234,33776036.0
2002,6,Iowa,72.648,2934234,36137347.0
2002,7,Iowa,76.684,2934234,41159110.0
2002,8,Iowa,71.42,2934234,39657684.0
2002,9,Iowa,65.928,2934234,35462324.0
2002,10,Iowa,47.263999999999996,2934234,35328780.0
2002,11,Iowa,35.664,2934234,34783287.0
2002,12,Iowa,29.456,2934234,38578891.0
2003,1,Iowa,19.592,2941999,38378121.0
2003,2,Iowa,20.831999999999997,2941999,34377474.0
2003,3,Iowa,35.24,2941999,36733678.0
2003,4,Iowa,50.79600000000001,2941999,33607500.0
2003,5,Iowa,58.508,2941999,29784845.0
2003,6,Iowa,67.592,2941999,35592888.0
2003,7,Iowa,73.55199999999999,2941999,39211137.0
2003,8,Iowa,75.016,2941999,41601119.0
2003,9,Iowa,61.652,2941999,35167619.0
2003,10,Iowa,52.852,2941999,36690076.0
2003,11,Iowa,37.148,2941999,34948948.0
2003,12,Iowa,29.348000000000003,2941999,35372662.0
2004,1,Iowa,18.576,2953635,39134819.0
2004,2,Iowa,23.424,2953635,38221612.0
2004,3,Iowa,41.224,2953635,33209789.0
2004,4,Iowa,51.368,2953635,31805556.0
2004,5,Iowa,61.608,2953635,28571418.0
2004,6,Iowa,67.472,2953635,35860129.0
2004,7,Iowa,71.032,2953635,39290460.0
2004,8,Iowa,66.8,2953635,38926703.0
2004,9,Iowa,66.748,2953635,37428839.0
2004,10,Iowa,52.391999999999996,2953635,37495743.0
2004,11,Iowa,41.224,2953635,34884613.0
2004,12,Iowa,27.156,2953635,37089658.0
2005,1,Iowa,19.944000000000003,2964454,38899120.0
2005,2,Iowa,31.368000000000002,2964454,33337893.0
2005,3,Iowa,36.484,2964454,29062201.0
2005,4,Iowa,53.512,2964454,29543520.0
2005,5,Iowa,58.216,2964454,33455601.0
2005,6,Iowa,73.08,2964454,41340253.0
2005,7,Iowa,75.14399999999999,2964454,43429466.0
2005,8,Iowa,72.22,2964454,42890232.0
2005,9,Iowa,67.94800000000001,2964454,34349453.0
2005,10,Iowa,52.82,2964454,35010008.0
2005,11,Iowa,40.092,2964454,31886407.0
2005,12,Iowa,20.24,2964454,37357630.0
2006,1,Iowa,32.76,2982644,33660154.0
2006,2,Iowa,25.471999999999998,2982644,34869357.0
2006,3,Iowa,36.772,2982644,34424659.0
2006,4,Iowa,54.06399999999999,2982644,32388148.0
2006,5,Iowa,60.684,2982644,34858739.0
2006,6,Iowa,70.21600000000001,2982644,36576305.0
2006,7,Iowa,76.16,2982644,40647095.0
2006,8,Iowa,72.816,2982644,41924800.0
2006,9,Iowa,60.756,2982644,30631559.0
2006,10,Iowa,48.428000000000004,2982644,35723889.0
2006,11,Iowa,40.3,2982644,38436676.0
2006,12,Iowa,31.708000000000002,2982644,39009231.0
2007,1,Iowa,22.448,2999212,39247777.0
2007,2,Iowa,15.96,2999212,40439866.0
2007,3,Iowa,42.288000000000004,2999212,36174245.0
2007,4,Iowa,46.876000000000005,2999212,37124489.0
2007,5,Iowa,65.04,2999212,31636188.0
2007,6,Iowa,70.528,2999212,37612347.0
2007,7,Iowa,73.688,2999212,45804006.0
2007,8,Iowa,74.928,2999212,47006857.0
2007,9,Iowa,65.24,2999212,40590119.0
2007,10,Iowa,56.36,2999212,37876169.0
2007,11,Iowa,38.096,2999212,38006279.0
2007,12,Iowa,20.951999999999998,2999212,42937019.0
2001,1,Kansas,30.264,2702162,38909829.0
2001,2,Kansas,29.444000000000003,2702162,31521329.0
2001,3,Kansas,40.296,2702162,30546483.0
2001,4,Kansas,58.28,2702162,28726863.0
2001,5,Kansas,65.532,2702162,32224139.0
2001,6,Kansas,72.56,2702162,36351221.0
2001,7,Kansas,82.744,2702162,42492593.0
2001,8,Kansas,78.976,2702162,41882110.0
2001,9,Kansas,67.764,2702162,34163298.0
2001,10,Kansas,55.976000000000006,2702162,31823647.0
2001,11,Kansas,49.251999999999995,2702162,28743596.0
2001,12,Kansas,36.748000000000005,2702162,34812074.0
2002,1,Kansas,33.396,2713535,38431722.0
2002,2,Kansas,35.132,2713535,34351389.0
2002,3,Kansas,38.492,2713535,33509161.0
2002,4,Kansas,56.04,2713535,36106380.0
2002,5,Kansas,61.8,2713535,32958177.0
2002,6,Kansas,76.66,2713535,39626308.0
2002,7,Kansas,80.848,2713535,45574519.0
2002,8,Kansas,78.38,2713535,44436747.0
2002,9,Kansas,70.64399999999999,2713535,38677574.0
2002,10,Kansas,50.668,2713535,37475897.0
2002,11,Kansas,42.056000000000004,2713535,37144416.0
2002,12,Kansas,35.148,2713535,37800611.0
2003,1,Kansas,30.776,2723004,41742497.0
2003,2,Kansas,30.5,2723004,33333622.0
2003,3,Kansas,43.472,2723004,34838337.0
2003,4,Kansas,55.628,2723004,32787015.0
2003,5,Kansas,62.7,2723004,34019055.0
2003,6,Kansas,70.4,2723004,37050846.0
2003,7,Kansas,81.464,2723004,45653273.0
2003,8,Kansas,80.208,2723004,44678326.0
2003,9,Kansas,64.876,2723004,33267195.0
2003,10,Kansas,57.568000000000005,2723004,36099176.0
2003,11,Kansas,41.916000000000004,2723004,37034187.0
2003,12,Kansas,34.676,2723004,41438957.0
2004,1,Kansas,29.252,2734373,40203658.0
2004,2,Kansas,30.336,2734373,34969631.0
2004,3,Kansas,48.06,2734373,31872415.0
2004,4,Kansas,54.32,2734373,31012530.0
2004,5,Kansas,66.604,2734373,37554273.0
2004,6,Kansas,70.91199999999999,2734373,37491123.0
2004,7,Kansas,75.28,2734373,41138898.0
2004,8,Kansas,72.49600000000001,2734373,39743966.0
2004,9,Kansas,70.72,2734373,36687792.0
2004,10,Kansas,57.696000000000005,2734373,32662747.0
2004,11,Kansas,44.108000000000004,2734373,35275074.0
2004,12,Kansas,34.664,2734373,40161545.0
2005,1,Kansas,29.151999999999997,2745299,43146535.0
2005,2,Kansas,38.484,2745299,31084306.0
2005,3,Kansas,43.688,2745299,32771154.0
2005,4,Kansas,54.768,2745299,32705299.0
2005,5,Kansas,63.54,2745299,34408162.0
2005,6,Kansas,74.688,2745299,39415891.0
2005,7,Kansas,78.836,2745299,43962326.0
2005,8,Kansas,77.20400000000002,2745299,43549184.0
2005,9,Kansas,72.212,2745299,36578557.0
2005,10,Kansas,57.336000000000006,2745299,33632891.0
2005,11,Kansas,45.98,2745299,32515987.0
2005,12,Kansas,29.68,2745299,38404479.0
2006,1,Kansas,40.356,2762931,32694944.0
2006,2,Kansas,33.404,2762931,29046271.0
2006,3,Kansas,44.028,2762931,24482390.0
2006,4,Kansas,58.792,2762931,24235057.0
2006,5,Kansas,65.468,2762931,28372876.0
2006,6,Kansas,75.572,2762931,38441581.0
2006,7,Kansas,81.324,2762931,46127271.0
2006,8,Kansas,78.932,2762931,46019632.0
2006,9,Kansas,64.404,2762931,34799529.0
2006,10,Kansas,54.496,2762931,37433502.0
2006,11,Kansas,43.61600000000001,2762931,37739587.0
2006,12,Kansas,35.24,2762931,39394931.0
2007,1,Kansas,26.511999999999997,2783785,41283055.0
2007,2,Kansas,29.084,2783785,37597513.0
2007,3,Kansas,51.76,2783785,32628697.0
2007,4,Kansas,50.46,2783785,31721430.0
2007,5,Kansas,65.93599999999999,2783785,35671814.0
2007,6,Kansas,72.3,2783785,37818392.0
2007,7,Kansas,78.08800000000001,2783785,44842097.0
2007,8,Kansas,81.396,2783785,47510056.0
2007,9,Kansas,70.268,2783785,38874956.0
2007,10,Kansas,58.84,2783785,33537003.0
2007,11,Kansas,43.78,2783785,37636602.0
2007,12,Kansas,28.268,2783785,40896005.0
2001,1,Kentucky,31.88,4068132,67922737.0
2001,2,Kentucky,41.416000000000004,4068132,63395620.0
2001,3,Kentucky,41.368,4068132,67830930.0
2001,4,Kentucky,59.903999999999996,4068132,59436558.0
2001,5,Kentucky,66.5,4068132,62255477.0
2001,6,Kentucky,71.672,4068132,68890239.0
2001,7,Kentucky,76.352,4068132,74871885.0
2001,8,Kentucky,77.116,4068132,75249215.0
2001,9,Kentucky,66.732,4068132,67152670.0
2001,10,Kentucky,56.2,4068132,62472623.0
2001,11,Kentucky,51.316,4068132,53500202.0
2001,12,Kentucky,41.96,4068132,66883448.0
2002,1,Kentucky,38.244,4089875,68763332.0
2002,2,Kentucky,38.664,4089875,60341314.0
2002,3,Kentucky,45.488,4089875,69391305.0
2002,4,Kentucky,58.72,4089875,60995339.0
2002,5,Kentucky,62.284,4089875,63962890.0
2002,6,Kentucky,74.928,4089875,72744784.0
2002,7,Kentucky,79.012,4089875,78728001.0
2002,8,Kentucky,77.85600000000001,4089875,75508001.0
2002,9,Kentucky,71.932,4089875,65053367.0
2002,10,Kentucky,57.523999999999994,4089875,54627719.0
2002,11,Kentucky,44.156000000000006,4089875,51777884.0
2002,12,Kentucky,36.524,4089875,64695642.0
2003,1,Kentucky,28.608,4117170,73209228.0
2003,2,Kentucky,33.416,4117170,63210204.0
2003,3,Kentucky,48.952,4117170,59488335.0
2003,4,Kentucky,57.908,4117170,58914401.0
2003,5,Kentucky,64.608,4117170,58754770.0
2003,6,Kentucky,69.168,4117170,63955378.0
2003,7,Kentucky,76.02,4117170,71609959.0
2003,8,Kentucky,76.36399999999999,4117170,73455718.0
2003,9,Kentucky,66.532,4117170,59497261.0
2003,10,Kentucky,57.303999999999995,4117170,56648316.0
2003,11,Kentucky,51.2,4117170,59680971.0
2003,12,Kentucky,37.111999999999995,4117170,72222475.0
2004,1,Kentucky,33.275999999999996,4146101,76121965.0
2004,2,Kentucky,37.068000000000005,4146101,65874628.0
2004,3,Kentucky,49.128,4146101,63646874.0
2004,4,Kentucky,56.071999999999996,4146101,55871970.0
2004,5,Kentucky,69.876,4146101,66111327.0
2004,6,Kentucky,72.62,4146101,67269343.0
2004,7,Kentucky,74.8,4146101,72047045.0
2004,8,Kentucky,71.696,4146101,70467917.0
2004,9,Kentucky,69.52,4146101,63729911.0
2004,10,Kentucky,60.263999999999996,4146101,61311787.0
2004,11,Kentucky,50.792,4146101,57248298.0
2004,12,Kentucky,36.528,4146101,72495990.0
2005,1,Kentucky,38.96,4182742,70482747.0
2005,2,Kentucky,40.891999999999996,4182742,60400198.0
2005,3,Kentucky,42.496,4182742,65807310.0
2005,4,Kentucky,57.29600000000001,4182742,60739204.0
2005,5,Kentucky,62.512,4182742,65018579.0
2005,6,Kentucky,74.30799999999998,4182742,72996205.0
2005,7,Kentucky,77.748,4182742,77459088.0
2005,8,Kentucky,78.41199999999999,4182742,77369163.0
2005,9,Kentucky,71.932,4182742,72782795.0
2005,10,Kentucky,58.356,4182742,62492632.0
2005,11,Kentucky,48.756,4182742,61985300.0
2005,12,Kentucky,33.312,4182742,76745529.0
2006,1,Kentucky,43.523999999999994,4219239,73893426.0
2006,2,Kentucky,36.0,4219239,68310306.0
2006,3,Kentucky,45.61600000000001,4219239,66128136.0
2006,4,Kentucky,60.38,4219239,57748555.0
2006,5,Kentucky,62.972,4219239,68889758.0
2006,6,Kentucky,72.028,4219239,71957098.0
2006,7,Kentucky,76.972,4219239,81058640.0
2006,8,Kentucky,77.52,4219239,79971518.0
2006,9,Kentucky,65.376,4219239,68898758.0
2006,10,Kentucky,54.452,4219239,67611499.0
2006,11,Kentucky,47.464,4219239,68833098.0
2006,12,Kentucky,41.688,4219239,72301418.0
2007,1,Kentucky,38.0,4256672,77343385.0
2007,2,Kentucky,28.956,4256672,69793070.0
2007,3,Kentucky,52.931999999999995,4256672,65307372.0
2007,4,Kentucky,53.636,4256672,54882990.0
2007,5,Kentucky,68.06,4256672,60985143.0
2007,6,Kentucky,74.012,4256672,70887344.0
2007,7,Kentucky,74.592,4256672,74832597.0
2007,8,Kentucky,81.044,4256672,86153305.0
2007,9,Kentucky,72.108,4256672,69160230.0
2007,10,Kentucky,62.744,4256672,66379970.0
2007,11,Kentucky,45.996,4256672,63338468.0
2007,12,Kentucky,40.84,4256672,70922942.0
2001,1,Louisiana,45.428000000000004,4477875,62857615.0
2001,2,Louisiana,56.803999999999995,4477875,46857041.0
2001,3,Louisiana,55.312,4477875,47815374.0
2001,4,Louisiana,69.904,4477875,57596859.0
2001,5,Louisiana,74.372,4477875,60285130.0
2001,6,Louisiana,78.056,4477875,62900583.0
2001,7,Louisiana,82.07600000000001,4477875,78121352.0
2001,8,Louisiana,81.264,4477875,83290073.0
2001,9,Louisiana,75.408,4477875,65110610.0
2001,10,Louisiana,64.44800000000001,4477875,55928162.0
2001,11,Louisiana,61.512,4477875,47392224.0
2001,12,Louisiana,53.952,4477875,55521507.0
2002,1,Louisiana,50.94,4497267,61593340.0
2002,2,Louisiana,48.812,4497267,57504545.0
2002,3,Louisiana,57.948,4497267,63685514.0
2002,4,Louisiana,69.452,4497267,57469456.0
2002,5,Louisiana,73.78,4497267,68990266.0
2002,6,Louisiana,78.78399999999999,4497267,75809726.0
2002,7,Louisiana,82.116,4497267,84911402.0
2002,8,Louisiana,81.396,4497267,75583757.0
2002,9,Louisiana,78.55199999999999,4497267,76494048.0
2002,10,Louisiana,69.48,4497267,63711122.0
2002,11,Louisiana,55.20399999999999,4497267,52852448.0
2002,12,Louisiana,50.336000000000006,4497267,58878862.0
2003,1,Louisiana,44.976000000000006,4521042,72007280.0
2003,2,Louisiana,50.232,4521042,59239029.0
2003,3,Louisiana,58.556000000000004,4521042,61464796.0
2003,4,Louisiana,66.464,4521042,56860399.0
2003,5,Louisiana,76.316,4521042,69134208.0
2003,6,Louisiana,79.508,4521042,70529980.0
2003,7,Louisiana,81.292,4521042,76818354.0
2003,8,Louisiana,82.42,4521042,80059442.0
2003,9,Louisiana,75.968,4521042,64881164.0
2003,10,Louisiana,67.67999999999999,4521042,65173163.0
2003,11,Louisiana,61.972,4521042,58783379.0
2003,12,Louisiana,49.208,4521042,62966219.0
2004,1,Louisiana,50.04,4552238,65550332.0
2004,2,Louisiana,49.076,4552238,60786143.0
2004,3,Louisiana,63.303999999999995,4552238,56142755.0
2004,4,Louisiana,65.792,4552238,53251656.0
2004,5,Louisiana,73.764,4552238,68487994.0
2004,6,Louisiana,79.18,4552238,67288742.0
2004,7,Louisiana,81.288,4552238,74194996.0
2004,8,Louisiana,79.63600000000001,4552238,77159560.0
2004,9,Louisiana,77.83200000000002,4552238,70982248.0
2004,10,Louisiana,74.05199999999999,4552238,64596791.0
2004,11,Louisiana,62.123999999999995,4552238,58087634.0
2004,12,Louisiana,49.44,4552238,64723772.0
2005,1,Louisiana,53.528,4576628,62456523.0
2005,2,Louisiana,54.856,4576628,54814473.0
2005,3,Louisiana,57.452,4576628,61638068.0
2005,4,Louisiana,65.292,4576628,50318153.0
2005,5,Louisiana,72.264,4576628,65349046.0
2005,6,Louisiana,80.036,4576628,73779646.0
2005,7,Louisiana,82.596,4576628,77300173.0
2005,8,Louisiana,83.34,4576628,75250743.0
2005,9,Louisiana,81.19200000000002,4576628,58690523.0
2005,10,Louisiana,67.85600000000001,4576628,53487901.0
2005,11,Louisiana,60.532,4576628,51069945.0
2005,12,Louisiana,48.676,4576628,57784221.0
2006,1,Louisiana,55.056000000000004,4302665,52152304.0
2006,2,Louisiana,50.38,4302665,46724431.0
2006,3,Louisiana,61.392,4302665,46528705.0
2006,4,Louisiana,70.908,4302665,49138399.0
2006,5,Louisiana,73.888,4302665,58681307.0
2006,6,Louisiana,80.028,4302665,64600688.0
2006,7,Louisiana,82.024,4302665,74600345.0
2006,8,Louisiana,83.62,4302665,77134697.0
2006,9,Louisiana,75.86,4302665,58955111.0
2006,10,Louisiana,67.956,4302665,60632356.0
2006,11,Louisiana,57.44,4302665,54785746.0
2006,12,Louisiana,51.623999999999995,4302665,57960746.0
2007,1,Louisiana,49.232,4375581,57591378.0
2007,2,Louisiana,50.14,4375581,50052771.0
2007,3,Louisiana,63.148,4375581,48790953.0
2007,4,Louisiana,63.876000000000005,4375581,47470964.0
2007,5,Louisiana,73.656,4375581,56788022.0
2007,6,Louisiana,79.932,4375581,68139311.0
2007,7,Louisiana,79.956,4375581,71136473.0
2007,8,Louisiana,83.976,4375581,83187138.0
2007,9,Louisiana,78.44,4375581,66752253.0
2007,10,Louisiana,68.932,4375581,62938119.0
2007,11,Louisiana,59.172,4375581,52759729.0
2007,12,Louisiana,54.52,4375581,57767405.0
2001,1,Maine,13.915999999999999,1285692,8455189.0
2001,2,Maine,16.419999999999998,1285692,7694345.0
2001,3,Maine,24.564,1285692,6436098.0
2001,4,Maine,38.504,1285692,5294805.0
2001,5,Maine,54.672,1285692,7344720.0
2001,6,Maine,63.571999999999996,1285692,7228586.0
2001,7,Maine,64.536,1285692,8310100.0
2001,8,Maine,67.444,1285692,10726569.0
2001,9,Maine,58.403999999999996,1285692,8739535.0
2001,10,Maine,47.356,1285692,8462355.0
2001,11,Maine,37.764,1285692,8775388.0
2001,12,Maine,29.048000000000002,1285692,8263907.0
2002,1,Maine,21.392,1295960,10301948.0
2002,2,Maine,20.1,1295960,9763732.0
2002,3,Maine,27.656,1295960,10027046.0
2002,4,Maine,40.524,1295960,8513091.0
2002,5,Maine,49.388000000000005,1295960,9795667.0
2002,6,Maine,58.891999999999996,1295960,8089527.0
2002,7,Maine,65.916,1295960,10249112.0
2002,8,Maine,67.036,1295960,10730299.0
2002,9,Maine,59.652,1295960,9801547.0
2002,10,Maine,42.256,1295960,9483086.0
2002,11,Maine,31.3,1295960,9794058.0
2002,12,Maine,21.404,1295960,10527681.0
2003,1,Maine,9.82,1306513,12311407.0
2003,2,Maine,12.28,1306513,7815009.0
2003,3,Maine,24.688000000000002,1306513,7324282.0
2003,4,Maine,36.384,1306513,7147885.0
2003,5,Maine,50.096,1306513,5962583.0
2003,6,Maine,61.58,1306513,6620263.0
2003,7,Maine,66.612,1306513,7715565.0
2003,8,Maine,66.63600000000001,1306513,6958102.0
2003,9,Maine,58.943999999999996,1306513,6783435.0
2003,10,Maine,45.2,1306513,8077389.0
2003,11,Maine,36.152,1306513,6769522.0
2003,12,Maine,23.844,1306513,8055124.0
2004,1,Maine,7.327999999999999,1313688,9167479.0
2004,2,Maine,18.896,1313688,8052307.0
2004,3,Maine,29.044,1313688,6932387.0
2004,4,Maine,40.064,1313688,6637380.0
2004,5,Maine,52.52,1313688,6781813.0
2004,6,Maine,58.156000000000006,1313688,6371581.0
2004,7,Maine,65.14,1313688,6677905.0
2004,8,Maine,65.192,1313688,7827117.0
2004,9,Maine,56.784,1313688,5957773.0
2004,10,Maine,46.068000000000005,1313688,6505432.0
2004,11,Maine,34.36,1313688,7290566.0
2004,12,Maine,20.344,1313688,7715555.0
2005,1,Maine,12.308,1318787,7590722.0
2005,2,Maine,19.408,1318787,6396348.0
2005,3,Maine,25.171999999999997,1318787,6512039.0
2005,4,Maine,41.656000000000006,1318787,6234905.0
2005,5,Maine,47.716,1318787,4958566.0
2005,6,Maine,63.588,1318787,6284317.0
2005,7,Maine,67.212,1318787,7489633.0
2005,8,Maine,65.828,1318787,7828086.0
2005,9,Maine,59.391999999999996,1318787,6499604.0
2005,10,Maine,47.68,1318787,6175809.0
2005,11,Maine,35.98,1318787,5308765.0
2005,12,Maine,22.572,1318787,5149418.0
2006,1,Maine,23.144000000000002,1323619,3486919.0
2006,2,Maine,19.956,1323619,4353947.0
